,truck,loader,ton,n_shovel,truck_total_cycle,loader_total_cycle,distance_empty,distance_full,date
158362,CAEX25,PH58,267.1119794232223,3.0,2241.0,348.0,7446.0,6027.0,2023-08-23
158375,CAEX49,PH55,276.98038632086025,5.0,1719.0,533.0,3218.0,3464.0,2023-08-23
158462,CAEX52,PH06,274.18826097718653,3.0,1143.0,140.0,5962.0,3387.0,2023-08-23
158490,CAEX52,PH55,274.0880359132194,4.0,1621.0,428.0,3147.0,3385.0,2023-08-23
158491,CAEX52,PH55,271.7152210508404,5.0,1612.0,450.0,3175.0,3426.0,2023-08-23
158542,CAEX52,PH55,271.3376205722816,3.0,1398.0,219.0,3238.0,1845.0,2023-08-23
158594,CAEX48,PH55,268.22398669980714,3.0,1493.0,297.0,1825.0,3345.0,2023-08-23
158623,CAEX81,PH55,271.38336591330045,4.0,1940.0,477.0,1919.0,3493.0,2023-08-23
158690,CAEX25,PH06,370.19440719418833,4.0,721.0,267.0,7248.0,3191.0,2023-08-23
158721,CAEX10,PH06,271.97663889562875,3.0,2943.0,326.0,5900.0,3247.0,2023-08-23
158726,CAEX10,PH06,276.52259107787904,4.0,1452.0,343.0,5814.0,3347.0,2023-08-23
158739,CAEX07,PH48,273.1088686584508,3.0,2913.0,545.0,8081.0,7896.0,2023-08-23
158845,CAEX60,PH06,271.9662375311309,3.0,1406.0,126.0,4662.0,3199.0,2023-08-24
158906,CAEX66,PH58,276.538774873313,3.0,1792.0,416.0,5879.0,5991.0,2023-08-24
158952,CAEX42,PH06,371.3683962714348,3.0,1439.0,406.0,4595.0,3095.0,2023-08-25
159015,CAEX70,PH06,274.1544566962387,3.0,1633.0,458.0,4469.0,3054.0,2023-08-25
159037,CAEX44,PH06,362.9028366553652,4.0,1387.0,136.0,4925.0,3257.0,2023-08-25
159049,CAEX25,PH06,367.2894182313166,3.0,1160.0,365.0,3182.0,3227.0,2023-08-25
159187,CAEX93,PH48,274.68175969480336,3.0,3665.0,365.0,8184.0,7948.0,2023-08-25
159188,CAEX25,PH06,270.14164715000663,3.0,732.0,107.0,3398.0,3230.0,2023-08-25
159235,CAEX52,PH06,367.2198848303313,4.0,1486.0,337.0,3019.0,3153.0,2023-08-25
159246,CAEX55,PH48,361.40829747672353,4.0,4379.0,352.0,3884.0,8070.0,2023-08-25
159350,CAEX13,PH58,363.5660895001527,4.0,2252.0,467.0,8668.0,5908.0,2023-08-26
159384,CAEX66,PH06,368.5009313663608,4.0,1949.0,539.0,5712.0,2920.0,2023-08-26
159427,CAEX44,PH55,271.2779338524247,4.0,1119.0,317.0,2104.0,2053.0,2023-08-26
159466,CAEX39,PH48,367.01039169387184,3.0,3771.0,190.0,8138.0,8126.0,2023-08-26
159518,CAEX55,PH06,368.4295071338384,4.0,1775.0,381.0,7292.0,3205.0,2023-08-26
159548,CAEX24,PH58,364.02342035895794,4.0,2610.0,495.0,5869.0,5817.0,2023-08-26
159765,CAEX55,PH55,267.79024904895914,4.0,1327.0,325.0,2052.0,1937.0,2023-08-26
159789,CAEX87,PH06,381.3834389380847,5.0,2041.0,294.0,5609.0,3123.0,2023-08-26
159828,CAEX24,PH48,365.70029974595406,4.0,3503.0,490.0,8196.0,8197.0,2023-08-26
159873,CAEX54,PH58,275.2057858774475,3.0,1077.0,204.0,5762.0,5964.0,2023-08-27
159880,CAEX56,PH58,275.31371736047464,3.0,1913.0,365.0,5821.0,6019.0,2023-08-27
159882,CAEX93,PH48,363.0202132502023,4.0,3368.0,355.0,8130.0,8102.0,2023-08-27
160020,CAEX60,PH58,274.55204886886173,3.0,1907.0,388.0,8601.0,5674.0,2023-08-27
160085,CAEX49,PH48,273.988683010123,3.0,3565.0,371.0,7958.0,8283.0,2023-08-27
160248,CAEX01,PH48,273.28639482279976,3.0,3145.0,159.0,6553.0,8135.0,2023-08-27
160493,CAEX17,PH48,270.50183049510923,3.0,2914.0,137.0,8141.0,8400.0,2023-08-28
160584,CAEX01,PH48,364.0594479728203,4.0,3163.0,472.0,8054.0,8219.0,2023-08-28
160585,CAEX01,PH48,364.0687167494898,4.0,3127.0,188.0,8212.0,8382.0,2023-08-28
160592,CAEX41,PH58,363.5135599906554,3.0,3648.0,267.0,7400.0,8559.0,2023-08-28
160602,CAEX74,PH48,361.78331038837473,4.0,3303.0,300.0,8026.0,8037.0,2023-08-28
160849,CAEX34,PH48,276.61741972032723,4.0,3805.0,403.0,8198.0,8050.0,2023-08-28
160855,CAEX30,PH48,271.5140967294291,3.0,2892.0,243.0,8211.0,8084.0,2023-08-28
160874,CAEX54,PH58,372.2427121490057,3.0,1999.0,151.0,6061.0,5958.0,2023-08-28
160941,CAEX66,PH58,275.7494101694683,3.0,2137.0,128.0,7710.0,5760.0,2023-08-29
161110,CAEX66,PH58,366.6142441664789,3.0,3311.0,518.0,8644.0,8787.0,2023-08-29
161136,CAEX96,PH58,273.4560807194713,4.0,2959.0,396.0,8548.0,8742.0,2023-08-29
161148,CAEX56,PH48,262.2648027324214,3.0,3122.0,483.0,7975.0,8146.0,2023-08-29
161285,CAEX80,PH58,361.69309364505216,3.0,3537.0,308.0,8505.0,8680.0,2023-08-29
161370,CAEX60,PH58,272.0189923774623,3.0,2120.0,210.0,8769.0,5892.0,2023-08-29
161415,CAEX94,PH48,275.6104352581319,3.0,3111.0,149.0,8040.0,8242.0,2023-08-29
161424,CAEX21,PH48,275.17975687836804,3.0,2276.0,365.0,8169.0,8282.0,2023-08-29
161487,CAEX01,PH48,363.81322803695326,4.0,3226.0,325.0,7877.0,8092.0,2023-08-29
161558,CAEX37,PH58,361.44780898260206,3.0,1976.0,286.0,7473.0,5950.0,2023-08-30
161577,CAEX01,PH58,361.7265703924172,4.0,1498.0,413.0,8663.0,6086.0,2023-08-30
161792,CAEX37,PH58,367.9121620146579,3.0,2169.0,364.0,7642.0,5705.0,2023-08-30
161925,CAEX30,PH48,273.8560061057463,3.0,3158.0,140.0,7988.0,7963.0,2023-08-30
162030,CAEX85,PH58,269.2511671630645,3.0,3456.0,373.0,7545.0,8787.0,2023-08-30
162354,CAEX58,PH58,269.5765756904064,3.0,2071.0,258.0,7586.0,6111.0,2023-08-31
162390,CAEX31,PH06,367.7263080588109,4.0,1661.0,443.0,6761.0,4192.0,2023-08-31
162435,CAEX41,PH06,274.0983357613148,3.0,1525.0,392.0,6919.0,4369.0,2023-08-31
162497,CAEX96,PH48,365.4495590969574,3.0,3164.0,267.0,8200.0,8304.0,2023-08-31
162512,CAEX66,PH58,274.51782915611227,3.0,3244.0,296.0,8813.0,8846.0,2023-08-31
162581,CAEX48,PH06,364.5644953372806,6.0,1607.0,390.0,4410.0,4333.0,2023-08-31
162658,CAEX90,PH06,373.4850359314306,5.0,2089.0,394.0,10272.0,3397.0,2023-08-31
162712,CAEX23,PH06,362.4709684448621,4.0,1055.0,416.0,3357.0,3409.0,2023-08-31
162787,CAEX54,PH06,267.1941765408163,4.0,1814.0,148.0,6871.0,3962.0,2023-09-01
162788,CAEX47,PH48,273.83139332368694,4.0,3415.0,479.0,8257.0,8033.0,2023-09-01
162955,CAEX93,PH58,270.1417909751472,3.0,2540.0,235.0,7483.0,5886.0,2023-09-01
163044,CAEX21,PH06,366.4920222064574,3.0,1607.0,492.0,6996.0,4320.0,2023-09-01
163047,CAEX54,PH06,266.7128078944069,3.0,2132.0,345.0,6840.0,4241.0,2023-09-01
163268,CAEX48,PH58,270.9029835303185,3.0,3209.0,253.0,7656.0,8696.0,2023-09-02
163307,CAEX93,PH58,275.7343536125555,3.0,1885.0,120.0,7621.0,5762.0,2023-09-02
163308,CAEX93,PH58,273.4665285714915,3.0,2089.0,143.0,7520.0,5796.0,2023-09-02
163337,CAEX34,PH58,275.82842052374934,3.0,1968.0,192.0,7496.0,5855.0,2023-09-02
163449,CAEX54,PH06,367.7408277383741,3.0,549.0,269.0,6848.0,1513.0,2023-09-02
163532,CAEX47,PH06,363.5612323554487,3.0,2457.0,225.0,7961.0,4040.0,2023-09-02
163538,CAEX30,PH06,264.7077161132929,3.0,876.0,399.0,6879.0,4264.0,2023-09-02
163674,CAEX13,PH06,268.5430928531519,5.0,2670.0,488.0,8693.0,8997.0,2023-09-03
163836,CAEX54,PH58,267.9721521469966,4.0,3709.0,215.0,8813.0,8261.0,2023-09-03
163846,CAEX56,PH06,264.6290428135267,4.0,3475.0,563.0,8765.0,8894.0,2023-09-03
163850,CAEX34,PH06,276.1955390133557,5.0,3283.0,566.0,8943.0,9024.0,2023-09-03
163962,CAEX10,PH48,272.11768107349724,3.0,3120.0,360.0,8041.0,7979.0,2023-09-03
164132,CAEX70,PH48,275.58837784025013,3.0,2869.0,217.0,8110.0,8111.0,2023-09-03
164143,CAEX41,PH48,365.3014702221192,3.0,3625.0,473.0,8193.0,8177.0,2023-09-03
164192,CAEX10,PH06,275.1974734717956,3.0,2577.0,614.0,8870.0,9136.0,2023-09-03
164212,CAEX55,PH48,371.2462040990817,3.0,2243.0,374.0,9551.0,7991.0,2023-09-04
164220,CAEX10,PH06,366.6838418518629,4.0,1800.0,521.0,7384.0,7503.0,2023-09-04
164227,CAEX37,PH48,368.0670300179974,3.0,2312.0,417.0,8051.0,8044.0,2023-09-04
164294,CAEX31,PH48,275.51509475156,3.0,3319.0,314.0,8115.0,7951.0,2023-09-04
164332,CAEX25,PH06,276.3387393083584,3.0,2949.0,279.0,7286.0,7712.0,2023-09-04
164383,CAEX31,PH58,274.0274250246959,3.0,2953.0,306.0,8267.0,8272.0,2023-09-04
164425,CAEX81,PH48,274.61732784235545,3.0,3329.0,423.0,8197.0,8173.0,2023-09-04
164430,CAEX37,PH06,366.55785987750687,4.0,1792.0,379.0,7707.0,4637.0,2023-09-04
164482,CAEX98,PH58,276.7070711458748,3.0,3183.0,343.0,8050.0,8200.0,2023-09-04
164882,CAEX42,PH48,273.18825021211023,3.0,2691.0,435.0,9632.0,7999.0,2023-09-05
164890,CAEX74,PH48,375.2334420369444,4.0,3485.0,328.0,8167.0,8131.0,2023-09-05
164940,CAEX25,PH48,276.02467398248973,3.0,2772.0,449.0,8064.0,8017.0,2023-09-05
164988,CAEX52,PH48,269.48340295830906,3.0,1604.0,417.0,7835.0,813.0,2023-09-05
165005,CAEX66,PH48,274.3394063366265,4.0,4056.0,131.0,9534.0,8017.0,2023-09-05
165060,CAEX54,PH58,274.41598735747374,3.0,2441.0,278.0,8153.0,8413.0,2023-09-05
165089,CAEX74,PH58,369.3245407825325,4.0,2540.0,322.0,10127.0,6936.0,2023-09-05
165174,CAEX66,PH58,362.7130329663802,4.0,2752.0,251.0,8422.0,6563.0,2023-09-05
165183,CAEX46,PH48,271.0659499609593,4.0,484.0,257.0,8187.0,8233.0,2023-09-05
165377,CAEX42,PH58,361.5946614762237,4.0,2824.0,272.0,9266.0,7672.0,2023-09-05
165674,CAEX42,PH58,271.0633088027961,3.0,2375.0,229.0,9500.0,7761.0,2023-09-06
165725,CAEX98,PH06,272.47359939634265,3.0,1843.0,326.0,7344.0,4695.0,2023-09-06
165758,CAEX44,PH06,274.7534385996886,3.0,1726.0,337.0,5885.0,4714.0,2023-09-06
165848,CAEX56,PH48,269.7822776313576,4.0,4059.0,454.0,8185.0,8447.0,2023-09-06
165855,CAEX66,PH48,271.3774377241829,4.0,4466.0,332.0,9793.0,8636.0,2023-09-06
165886,CAEX55,PH48,267.6506863392109,3.0,1726.0,479.0,9525.0,8002.0,2023-09-06
165963,CAEX10,PH48,272.0662216209599,3.0,3501.0,405.0,9967.0,8316.0,2023-09-06
165970,CAEX81,PH58,273.6960680287901,3.0,2636.0,315.0,9544.0,7831.0,2023-09-06
166057,CAEX42,PH48,271.4765990146364,3.0,3450.0,202.0,8373.0,8461.0,2023-09-06
166118,CAEX07,PH48,274.4770726123247,3.0,3253.0,314.0,8349.0,8441.0,2023-09-06
166142,CAEX34,PH48,363.77684619059767,4.0,1542.0,406.0,8340.0,960.0,2023-09-06
166257,CAEX58,PH58,272.8826596417164,3.0,3545.0,305.0,9739.0,9720.0,2023-09-06
166318,CAEX07,PH48,273.0207161285327,4.0,3161.0,468.0,8068.0,8588.0,2023-09-06
166352,CAEX21,PH48,270.1623377432705,3.0,3264.0,244.0,8267.0,8402.0,2023-09-06
166458,CAEX56,PH06,269.98918532133814,3.0,1024.0,410.0,8653.0,5740.0,2023-09-07
166531,CAEX48,PH58,276.46217021119185,3.0,2364.0,254.0,7903.0,9626.0,2023-09-07
166595,CAEX56,PH48,263.8480312320795,3.0,3612.0,357.0,8531.0,8313.0,2023-09-07
166747,CAEX94,PH48,274.30861057646075,4.0,2977.0,164.0,8332.0,8465.0,2023-09-07
166767,CAEX94,PH06,269.98957035478816,3.0,2564.0,186.0,8898.0,5772.0,2023-09-07
166856,CAEX66,PH06,364.8558365136048,4.0,1836.0,146.0,8593.0,5810.0,2023-09-07
166916,CAEX93,PH58,275.36265895841365,3.0,2613.0,287.0,7894.0,9658.0,2023-09-07
166961,CAEX71,PH48,362.14213068244857,4.0,3198.0,224.0,8617.0,8614.0,2023-09-07
166995,CAEX56,PH06,274.8576330114409,3.0,1677.0,339.0,3986.0,5676.0,2023-09-07
167001,CAEX56,PH48,267.20738065461575,4.0,3319.0,238.0,8398.0,8473.0,2023-09-07
167058,CAEX66,PH58,276.3703561093359,3.0,2008.0,421.0,7470.0,6471.0,2023-09-08
167063,CAEX81,PH58,274.9973329470208,3.0,2046.0,218.0,9290.0,6632.0,2023-09-08
167133,CAEX60,PH58,275.1495440849538,3.0,1391.0,151.0,7644.0,9442.0,2023-09-08
167224,CAEX87,PH58,275.6193491798875,3.0,2414.0,229.0,8244.0,6372.0,2023-09-08
167248,CAEX56,PH48,269.8251279199175,3.0,2577.0,417.0,1692.0,8249.0,2023-09-08
167296,CAEX85,PH58,269.31308357391083,3.0,913.0,56.0,9477.0,9449.0,2023-09-08
167343,CAEX54,PH48,275.53001346892216,3.0,3995.0,293.0,8236.0,8380.0,2023-09-08
167411,CAEX31,PH06,274.53029292315057,3.0,878.0,353.0,4123.0,4114.0,2023-09-08
167412,CAEX21,PH48,275.137041189438,3.0,3455.0,356.0,9663.0,8285.0,2023-09-08
167416,CAEX31,PH58,270.8696727153897,3.0,1471.0,214.0,9357.0,9485.0,2023-09-08
167540,CAEX46,PH58,271.814499699238,4.0,2832.0,242.0,9208.0,9400.0,2023-09-08
167596,CAEX81,PH58,264.394204021895,4.0,2021.0,460.0,7995.0,6569.0,2023-09-08
167696,CAEX22,PH58,271.3891483559668,4.0,2023.0,192.0,7994.0,6533.0,2023-09-08
167777,CAEX85,PH58,369.8871719625564,5.0,1139.0,523.0,8052.0,6582.0,2023-09-08
167809,CAEX37,PH58,362.05035879198624,3.0,2229.0,322.0,9414.0,6604.0,2023-09-09
167820,CAEX49,PH06,273.7854829532115,4.0,2791.0,483.0,7034.0,5686.0,2023-09-09
167829,CAEX96,PH58,276.8781053211817,3.0,1072.0,275.0,6977.0,5301.0,2023-09-09
167894,CAEX39,PH06,373.78339570925885,4.0,2174.0,371.0,8044.0,5792.0,2023-09-09
167943,CAEX10,PH06,264.71901677306874,3.0,1770.0,281.0,4101.0,5765.0,2023-09-09
167947,CAEX31,PH06,276.65759345132847,4.0,1616.0,232.0,3979.0,4046.0,2023-09-09
168006,CAEX39,PH58,370.82632484917474,3.0,2535.0,380.0,9641.0,6805.0,2023-09-09
168057,CAEX55,PH06,367.06914107327657,3.0,1679.0,176.0,4013.0,4242.0,2023-09-09
168125,CAEX87,PH06,362.174439899644,4.0,2608.0,519.0,7942.0,5850.0,2023-09-09
168137,CAEX55,PH06,365.0385892441146,3.0,3073.0,371.0,8483.0,7013.0,2023-09-09
168173,CAEX56,PH48,271.07316765575314,3.0,2847.0,27.0,8395.0,8454.0,2023-09-09
168268,CAEX98,PH06,363.9540482344917,4.0,1505.0,373.0,7002.0,4064.0,2023-09-09
168356,CAEX93,PH58,273.7808760531758,3.0,1765.0,175.0,5347.0,5297.0,2023-09-09
168357,CAEX54,PH06,361.7702807599571,3.0,1484.0,194.0,3996.0,3924.0,2023-09-09
168392,CAEX56,PH48,269.0846557361772,3.0,3122.0,290.0,8493.0,8457.0,2023-09-09
168410,CAEX31,PH58,272.51506463029864,3.0,2702.0,413.0,6701.0,5264.0,2023-09-09
168421,CAEX31,PH06,271.3567885183805,3.0,1529.0,255.0,4184.0,4077.0,2023-09-09
168426,CAEX21,PH06,370.9195406048594,4.0,2304.0,602.0,6898.0,5653.0,2023-09-09
168435,CAEX46,PH58,273.14677355275245,3.0,2754.0,384.0,8336.0,5305.0,2023-09-09
168496,CAEX93,PH58,275.31849633218644,3.0,1005.0,128.0,9451.0,6560.0,2023-09-09
168499,CAEX55,PH06,366.6245387355773,3.0,2029.0,312.0,7125.0,5875.0,2023-09-09
168512,CAEX94,PH48,267.77794987373744,3.0,2904.0,236.0,8524.0,8552.0,2023-09-09
168522,CAEX58,PH58,271.21520532045264,3.0,1868.0,384.0,5382.0,5228.0,2023-09-10
168536,CAEX23,PH06,276.35067024835115,3.0,1713.0,238.0,4548.0,4962.0,2023-09-10
168615,CAEX07,PH58,275.7344545222514,3.0,1755.0,357.0,5009.0,5293.0,2023-09-10
168659,CAEX60,PH58,267.8212493032681,3.0,2178.0,117.0,7079.0,5273.0,2023-09-10
168661,CAEX17,PH58,363.33578250445663,3.0,449.0,297.0,1736.0,1858.0,2023-09-10
168721,CAEX98,PH06,268.3681395794674,5.0,2244.0,469.0,4568.0,5021.0,2023-09-10
168786,CAEX85,PH06,276.24232733827387,3.0,1671.0,362.0,2969.0,4921.0,2023-09-10
168809,CAEX39,PH58,367.4384216622763,3.0,1811.0,266.0,5262.0,5359.0,2023-09-10
168829,CAEX37,PH48,365.4108538029783,3.0,3167.0,319.0,7884.0,8183.0,2023-09-10
168871,CAEX58,PH06,276.27248185013315,3.0,1190.0,136.0,885.0,1066.0,2023-09-10
168905,CAEX66,PH58,275.8801692513927,3.0,2261.0,312.0,6828.0,5352.0,2023-09-10
168925,CAEX46,PH06,365.17399996080405,3.0,671.0,197.0,4245.0,4157.0,2023-09-10
168997,CAEX90,PH58,269.9253354087574,3.0,1533.0,159.0,6266.0,5127.0,2023-09-10
169000,CAEX25,PH58,265.66850710611266,3.0,2115.0,263.0,8380.0,5279.0,2023-09-10
169032,CAEX66,PH48,261.7605865002852,3.0,3364.0,353.0,6501.0,8314.0,2023-09-10
169045,CAEX37,PH48,370.6911926908555,3.0,3832.0,316.0,7724.0,8477.0,2023-09-10
169222,CAEX56,PH58,277.00563066560267,3.0,2225.0,367.0,5002.0,5105.0,2023-09-10
169230,CAEX25,PH06,367.2625275378,4.0,1334.0,366.0,2751.0,4074.0,2023-09-10
169236,CAEX17,PH58,276.61791023006657,3.0,2248.0,333.0,6065.0,5077.0,2023-09-10
169247,CAEX98,PH58,276.2624468027694,3.0,1882.0,382.0,5078.0,5104.0,2023-09-10
169271,CAEX84,PH48,361.51728395626697,3.0,3517.0,364.0,8428.0,8550.0,2023-09-10
169309,CAEX94,PH58,272.7677766235221,3.0,1816.0,192.0,8220.0,5053.0,2023-09-10
169357,CAEX55,PH06,362.4095460284234,4.0,2189.0,116.0,961.0,7975.0,2023-09-11
169363,CAEX25,PH48,361.7192687927454,3.0,3493.0,377.0,9580.0,8353.0,2023-09-11
169421,CAEX81,PH48,263.64777302193033,3.0,3716.0,377.0,7938.0,8372.0,2023-09-11
169457,CAEX49,PH06,364.872229605182,3.0,731.0,396.0,840.0,791.0,2023-09-11
169646,CAEX62,PH48,362.2874811726324,3.0,3774.0,258.0,8911.0,13584.0,2023-09-11
169681,CAEX66,PH48,368.1399937305544,4.0,3538.0,605.0,7568.0,7555.0,2023-09-11
169705,CAEX93,PH48,373.7693448828663,4.0,4511.0,251.0,15020.0,8243.0,2023-09-11
169727,CAEX10,PH48,273.86356303810885,4.0,3500.0,412.0,7418.0,7590.0,2023-09-11
169790,CAEX56,PH48,275.53924222762674,3.0,3256.0,288.0,6468.0,7482.0,2023-09-11
169811,CAEX31,PH48,276.3201139617415,5.0,3535.0,359.0,8039.0,7356.0,2023-09-11
169842,CAEX96,PH58,276.1512159465414,3.0,2099.0,235.0,5349.0,5367.0,2023-09-12
169848,CAEX41,PH06,275.8240213241844,3.0,1871.0,281.0,3091.0,5120.0,2023-09-12
169943,CAEX94,PH58,275.76984104826124,3.0,1667.0,361.0,5232.0,5328.0,2023-09-12
170017,CAEX46,PH06,275.1063165714137,3.0,944.0,448.0,772.0,1091.0,2023-09-12
170033,CAEX94,PH48,270.960237688482,3.0,2518.0,391.0,6530.0,8333.0,2023-09-12
170087,CAEX56,PH58,270.6186001148147,3.0,3579.0,394.0,6955.0,5345.0,2023-09-12
170153,CAEX73,PH48,275.7517899578922,3.0,2751.0,112.0,8135.0,8959.0,2023-09-12
170193,CAEX21,PH55,270.8916821600661,3.0,1208.0,221.0,2108.0,1801.0,2023-09-12
170259,CAEX90,PH48,276.434327597386,3.0,3093.0,294.0,8085.0,8184.0,2023-09-12
170289,CAEX93,PH58,269.03781211282484,3.0,2069.0,409.0,6273.0,5227.0,2023-09-12
170300,CAEX56,PH48,275.81147207515426,4.0,2662.0,336.0,6250.0,8251.0,2023-09-12
170348,CAEX71,PH58,271.055885160976,4.0,2192.0,344.0,7233.0,5447.0,2023-09-12
170374,CAEX42,PH58,367.7469774432204,3.0,1645.0,271.0,5224.0,5184.0,2023-09-12
170509,CAEX25,PH55,273.8811959813312,5.0,542.0,109.0,1892.0,2175.0,2023-09-13
170595,CAEX58,PH06,364.932524633233,4.0,2248.0,320.0,3102.0,10165.0,2023-09-13
170633,CAEX48,PH48,367.47900374119615,3.0,3640.0,321.0,8144.0,7941.0,2023-09-13
170671,CAEX58,PH48,364.9792235438648,3.0,3218.0,309.0,10138.0,8389.0,2023-09-13
170703,CAEX41,PH55,363.4378842208029,5.0,1305.0,349.0,1939.0,2034.0,2023-09-13
170716,CAEX54,PH48,376.1933883669079,3.0,1645.0,175.0,7211.0,7520.0,2023-09-13
170760,CAEX44,PH06,270.2255333266879,4.0,1898.0,383.0,3345.0,10355.0,2023-09-13
170792,CAEX24,PH58,269.7382203882127,4.0,2788.0,359.0,7071.0,5438.0,2023-09-13
170845,CAEX24,PH48,362.85144432871454,3.0,3286.0,419.0,7538.0,8015.0,2023-09-13
170899,CAEX66,PH06,266.05221704751165,4.0,1943.0,281.0,6145.0,5195.0,2023-09-13
170910,CAEX48,PH58,382.3119603208109,3.0,2135.0,430.0,7362.0,5552.0,2023-09-13
171018,CAEX71,PH48,372.4389030746793,3.0,2231.0,331.0,7530.0,8531.0,2023-09-13
171046,CAEX66,PH58,274.388218010686,3.0,1793.0,479.0,5432.0,5299.0,2023-09-13
171052,CAEX73,PH48,362.1619846689476,3.0,3475.0,340.0,8189.0,8027.0,2023-09-13
171071,CAEX08,PH48,367.4271527471768,3.0,3175.0,273.0,8049.0,7918.0,2023-09-13
171072,CAEX81,PH48,368.9943784403037,4.0,2701.0,359.0,6393.0,8091.0,2023-09-13
171076,CAEX60,PH48,367.6217560227078,4.0,3298.0,288.0,8165.0,7361.0,2023-09-13
171090,CAEX08,PH55,364.00010305720144,4.0,1205.0,362.0,2089.0,2014.0,2023-09-13
171096,CAEX56,PH06,274.7252395486904,3.0,2639.0,328.0,5092.0,5180.0,2023-09-13
171118,CAEX37,PH48,362.5697360115347,3.0,2883.0,430.0,6459.0,8396.0,2023-09-13
171178,CAEX93,PH55,364.5955272326052,5.0,1206.0,329.0,2166.0,2151.0,2023-09-13
171198,CAEX55,PH06,276.09803037565894,3.0,2243.0,146.0,7782.0,5154.0,2023-09-13
171215,CAEX49,PH48,263.97163007311303,3.0,2280.0,253.0,7884.0,8149.0,2023-09-13
171269,CAEX10,PH06,271.89670065007766,4.0,1705.0,328.0,3169.0,5142.0,2023-09-14
171277,CAEX52,PH06,274.04166016607275,6.0,2203.0,420.0,8025.0,5392.0,2023-09-14
171294,CAEX07,PH06,275.705631597362,5.0,2840.0,364.0,7778.0,10327.0,2023-09-14
171332,CAEX08,PH06,275.3436019635616,4.0,1492.0,190.0,3083.0,5135.0,2023-09-14
171387,CAEX70,PH58,361.6770556664383,4.0,1948.0,341.0,5276.0,5613.0,2023-09-14
171410,CAEX31,PH06,274.2597846095904,5.0,1404.0,400.0,3319.0,5085.0,2023-09-14
171428,CAEX52,PH06,267.8000636960418,4.0,2328.0,475.0,7823.0,5176.0,2023-09-14
171540,CAEX07,PH58,267.1189692455021,3.0,1058.0,306.0,5103.0,5256.0,2023-09-14
171582,CAEX90,PH06,361.62209580422746,6.0,950.0,94.0,4985.0,11234.0,2023-09-14
171594,CAEX62,PH06,271.4289722063723,3.0,1377.0,356.0,10270.0,5307.0,2023-09-14
171619,CAEX85,PH06,266.4997502424925,4.0,978.0,312.0,10011.0,5285.0,2023-09-14
171672,CAEX60,PH58,362.42455976329705,4.0,2072.0,167.0,5310.0,5438.0,2023-09-14
171683,CAEX44,PH58,274.7126646207096,3.0,1099.0,431.0,7112.0,5295.0,2023-09-14
171701,CAEX94,PH06,276.96620207213164,4.0,1815.0,382.0,7855.0,914.0,2023-09-14
172090,CAEX64,PH48,275.4991231675961,3.0,2634.0,394.0,10006.0,8232.0,2023-09-15
172133,CAEX49,PH58,276.42922459117824,3.0,1594.0,353.0,3867.0,3703.0,2023-09-15
172191,CAEX81,PH58,277.0134125792427,3.0,2890.0,36.0,9213.0,5991.0,2023-09-15
172207,CAEX94,PH58,275.957796956534,3.0,1340.0,441.0,9376.0,5670.0,2023-09-15
172232,CAEX39,PH48,362.4144939391436,3.0,2800.0,303.0,9689.0,8271.0,2023-09-15
172233,CAEX21,PH06,272.3971796359763,3.0,713.0,305.0,1164.0,1008.0,2023-09-15
172266,CAEX71,PH58,275.451018867512,3.0,2388.0,233.0,9486.0,5927.0,2023-09-15
172387,CAEX21,PH48,269.154196683209,3.0,4699.0,207.0,2988.0,8265.0,2023-09-15
172553,CAEX25,PH58,276.7280125019028,3.0,2787.0,456.0,9296.0,7745.0,2023-09-16
172579,CAEX55,PH55,271.3186949758638,3.0,1426.0,256.0,2063.0,2109.0,2023-09-16
172672,CAEX81,PH58,260.0818320280445,4.0,2665.0,429.0,7921.0,7704.0,2023-09-16
172840,CAEX31,PH55,271.6952547219251,4.0,1068.0,240.0,2111.0,2104.0,2023-09-16
172897,CAEX93,PH55,272.0697555643498,4.0,1657.0,490.0,2007.0,1759.0,2023-09-16
173013,CAEX64,PH06,271.8846854878188,5.0,1498.0,224.0,5868.0,3106.0,2023-09-16
173168,CAEX66,PH58,373.0794393194741,4.0,4115.0,353.0,10408.0,13563.0,2023-09-17
173264,CAEX44,PH06,273.2259452063637,6.0,1365.0,281.0,7980.0,4900.0,2023-09-17
173267,CAEX54,PH58,362.5793251190216,5.0,1994.0,320.0,10300.0,991.0,2023-09-17
173278,CAEX31,PH55,270.3871812547978,4.0,1632.0,470.0,1911.0,1953.0,2023-09-17
173310,CAEX71,PH55,268.262865323308,4.0,2246.0,1132.0,1819.0,3913.0,2023-09-17
173370,CAEX85,PH55,270.1909034635766,3.0,2015.0,260.0,3946.0,3697.0,2023-09-17
173372,CAEX31,PH55,270.15979090464015,3.0,1475.0,170.0,3754.0,1980.0,2023-09-17
173501,CAEX01,PH06,270.8561152584916,5.0,797.0,309.0,994.0,4925.0,2023-09-17
173551,CAEX23,PH06,275.1667566252817,3.0,614.0,443.0,12964.0,970.0,2023-09-17
173567,CAEX96,PH55,262.4968921561358,4.0,1676.0,256.0,2170.0,1887.0,2023-09-17
173627,CAEX81,PH06,273.6145918260337,4.0,2509.0,214.0,7407.0,5149.0,2023-09-17
173659,CAEX62,PH06,378.21173519537314,4.0,2388.0,358.0,12819.0,785.0,2023-09-17
